ano,mes,dia1,dia2,dia3,dia4,dia5,dia6,dia7,dia8,dia9,dia10,dia11,dia12,dia13,dia14,dia15,dia16,dia17,dia18,dia19,dia20,dia21,dia22,dia23,dia24,dia25,dia26,dia27,dia28,dia29,dia30,dia31
1982,11,0.0,0.1,0.0,0.0,0.3,0.1,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,5.5,0.0,7.0,0.0,0.4,0.0
1982,12,0.5,3.5,0.7,0.0,0.0,0.4,0.0,0.0,0.0,0.2,0.2,0.5,0.5,0.0,0.0,3.2,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,9.8,0.0,0.0
1983,1,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,10.6,0.5
1983,2,0.5,1.4,2.2,3.0,34.5,1.0,11.8,0.0,2.7,2.2,0.0,0.0,47.2,41.8,0.0,0.0,0.0,7.9,2.2,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1983,3,0.0,0.0,1.0,0.0,91.4,16.8,7.5,0.8,17.5,11.5,48.1,0.2,1.2,0.0,3.0,0.0,0.2,27.9,5.8,0.0,0.0,0.0,0.0,14.4,13.0,3.0,6.1,7.4,1.8,2.3,0.0
1983,4,0.0,1.8,0.0,45.0,0.0,5.6,4.6,27.7,3.8,0.8,22.2,0.0,0.0,0.0,0.0,0.4,0.4,2.1,0.0,0.0,11.5,0.0,0.0,2.8,2.6,0.0,0.0,0.0,0.4,0.0,0.0
1983,5,0.0,2.1,0.2,2.2,0.0,0.0,1.5,8.2,3.3,2.0,8.6,5.7,0.3,0.0,0.1,0.0,2.3,0.3,0.0,0.0,0.6,4.8,5.1,0.2,0.0,0.0,1.1,0.7,2.0,3.8,6.3
1983,6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.8,5.5,34.0,23.4,4.6,10.4,37.4,3.4,6.4,23.4,0.2,1.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0
1983,7,0.0,0.0,0.0,0.0,9.0,7.2,0.4,1.8,4.9,13.5,6.0,0.0,0.0,6.7,0.0,1.7,0.0,1.2,0.2,0.3,0.5,1.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1983,8,0.0,0.5,0.0,0.3,0.0,0.0,0.0,8.6,0.0,0.9,0.0,0.0,0.0,0.3,0.0,0.0,8.8,0.4,0.0,0.4,6.0,0.2,6.8,0.0,0.0,0.2,0.0,0.0,1.6,0.0,0.0
1983,9,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1983,10,0.0,0.3,5.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.0,0.0,0.0,2.8,2.4
1983,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
1983,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,6.5,0.0,0.0,0.2,0.0,0.0,0.0,1.4,2.7,19.0,0.3,0.0,0.0
1984,1,0.0,27.5,2.6,0.2,0.0,0.0,0.0,0.0,0.2,1.8,3.2,0.0,0.0,1.3,1.7,16.7,0.5,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,39.6,0.0,0.0,0.4,0.2,3.8
1984,2,0.0,0.0,0.0,0.5,40.4,13.4,112.4,15.1,0.0,0.0,1.9,0.5,0.2,3.1,8.4,3.0,3.0,0.0,2.8,1.3,4.7,0.0,0.5,4.7,0.0,0.0,0.0,0.0,50.8,0.0,0.0
1984,3,30.0,22.0,27.2,0.0,2.2,24.6,26.7,5.0,0.0,21.2,0.0,0.0,0.0,1.4,3.6,0.0,3.0,18.4,5.0,2.5,3.0,22.0,0.0,0.1,9.0,10.0,44.2,22.5,3.4,0.1,18.2
1984,4,0.8,15.4,9.1,0.0,67.0,10.6,5.2,3.8,18.8,73.4,3.4,0.0,11.6,59.2,15.5,0.4,5.0,9.2,0.2,21.2,23.0,10.6,0.0,0.0,9.8,4.6,0.1,37.4,19.3,5.0,0.0
1984,5,6.2,32.4,2.0,37.0,1.0,29.2,0.5,11.9,87.2,6.6,0.0,23.5,6.2,20.3,5.1,0.0,4.0,2.2,0.0,2.5,4.0,2.0,1.4,0.5,0.1,2.4,19.4,4.3,0.8,1.2,4.2
1984,6,7.2,30.0,0.8,0.2,62.2,0.8,4.2,29.0,0.0,9.5,0.0,6.6,12.0,0.0,0.0,1.0,10.0,0.4,59.8,1.2,0.2,0.6,29.3,0.0,0.0,0.0,0.1,8.0,29.0,4.8,0.0
1984,7,0.1,0.6,0.5,0.0,1.2,18.1,2.4,0.0,0.0,1.4,23.2,0.0,0.0,2.7,10.4,5.6,0.0,19.8,2.9,0.0,0.0,12.0,1.2,0.0,0.0,0.0,0.0,0.0,44.8,10.6,0.0
1984,8,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.5,9.9,0.0,0.0,4.0,1.5,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,12.8,0.2,0.0,0.4,5.6
1984,9,0.8,0.0,0.0,0.0,0.5,0.0,0.0,4.4,1.6,0.4,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
1984,10,0.0,8.6,0.0,0.0,0.2,0.0,23.8,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.6,0.2,0.4,0.0,9.3,0.0,0.1,0.0,0.3,0.0,0.5,0.0,0.0,1.7,0.4,0.1,0.0
1984,11,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,1.2,0.3,0.0,0.2,0.0,0.0,0.4,1.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0
1984,12,0.0,0.0,0.0,0.0,0.0,2.4,2.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.5,0.0
1985,1,5.7,1.9,0.0,0.0,0.0,2.0,2.2,1.0,7.5,3.5,4.1,0.4,3.5,1.8,0.7,0.0,2.5,0.2,24.6,29.2,0.9,15.0,12.3,7.0,20.5,11.4,0.8,52.5,8.8,7.5,4.7
1985,2,15.2,7.6,37.8,11.6,3.6,0.0,10.5,3.6,36.0,13.2,5.2,3.4,18.8,35.6,8.9,11.5,14.6,9.2,36.0,0.6,32.2,67.7,33.6,5.5,9.2,26.2,0.0,6.1,0.0,0.0,0.0
1985,3,1.1,15.2,37.3,20.4,4.7,31.6,9.0,2.0,0.0,0.6,2.3,3.2,19.4,1.6,14.0,14.7,16.2,15.6,89.7,16.9,10.0,4.0,67.0,16.6,35.0,7.0,0.9,37.8,37.6,6.7,8.0
1985,4,1.8,41.0,145.5,8.0,2.8,22.0,39.0,15.3,0.8,39.5,33.2,2.8,13.2,0.0,32.4,36.6,23.3,0.0,0.5,4.6,47.5,0.2,29.5,14.6,29.9,16.6,2.9,13.2,16.4,1.0,0.0
1985,5,5.6,2.2,21.9,0.0,9.6,5.3,0.0,7.0,9.8,3.2,0.0,11.6,59.8,0.0,7.0,2.2,0.0,14.6,3.2,85.0,4.4,14.4,1.0,16.0,0.0,0.7,10.1,3.0,4.2,0.0,0.0
1985,6,0.0,0.0,11.1,3.7,19.0,0.0,3.3,0.0,0.0,0.0,0.0,0.5,4.4,20.0,0.0,0.0,16.2,63.6,7.6,2.1,0.0,11.5,4.4,16.6,0.0,0.4,26.0,0.0,0.2,6.2,0.0
1985,7,2.2,0.0,0.0,3.6,0.0,2.0,4.7,7.2,0.0,7.6,10.0,7.2,65.2,2.2,9.4,17.2,0.2,0.6,7.6,0.0,0.0,0.7,4.7,0.0,0.4,0.0,0.0,0.9,4.1,0.0,0.0
1985,8,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,11.3,0.8,2.1,3.8,8.0
1985,9,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,2.7,3.8,4.3,9.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,5.0,1.9,0.3,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1985,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1985,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,2.0,0.4,0.0,0.0,0.0,6.4,2.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1985,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.2,1.6,84.4,5.0,20.1,2.4,0.0,0.0,0.0,0.0,1.3,10.3,18.8,0.0,0.2,2.8,17.2,1.4,43.2
1986,1,1.8,2.2,13.9,0.0,0.6,6.3,0.0,0.0,3.6,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,1.0,16.4,0.0,0.0,0.0,1.5,23.2,10.9,25.3
1986,2,51.4,4.7,1.8,0.0,2.2,5.0,0.0,7.2,4.8,0.0,1.1,29.9,10.0,2.8,6.1,9.4,13.1,0.5,0.0,0.0,1.4,50.6,20.0,0.2,2.6,1.6,26.4,44.1,0.0,0.0,0.0
1986,3,140.4,0.7,54.1,8.4,57.4,0.3,8.0,27.8,39.4,50.8,3.3,25.0,22.0,11.9,0.0,1.3,7.8,5.4,0.0,1.3,33.6,39.8,0.5,5.2,51.2,22.2,0.9,0.0,0.3,3.3,142.8
1986,4,9.1,31.2,37.2,0.2,1.0,9.8,30.7,27.0,0.6,6.1,5.1,6.9,12.6,17.1,22.0,0.4,64.2,26.9,18.0,30.0,8.8,0.0,58.1,20.4,39.6,0.0,0.6,9.3,14.0,70.7,0.0
1986,5,0.1,0.0,21.2,0.0,0.0,0.0,3.0,3.9,13.6,0.0,0.0,0.0,0.0,2.2,0.0,0.0,2.1,1.2,6.0,8.7,0.3,2.0,3.4,5.0,18.0,37.0,7.5,0.3,0.0,19.3,2.7
1986,6,7.3,38.4,4.0,0.0,11.7,59.0,0.0,26.6,4.0,5.5,4.9,21.6,11.8,6.7,0.0,0.0,1.2,21.1,37.4,0.0,0.3,2.5,0.0,0.2,0.4,9.8,0.0,0.0,24.0,24.8,0.0
1986,7,7.3,3.5,0.0,0.0,1.0,0.0,0.5,0.0,0.0,4.5,0.0,9.0,2.2,0.8,0.6,0.1,0.0,0.6,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.2,0.0
1986,8,0.0,0.0,0.0,0.6,0.0,0.0,0.0,3.8,0.0,0.0,5.3,0.0,0.0,0.0,20.1,1.0,2.4,1.8,0.0,0.2,6.0,0.3,0.0,0.0,0.4,0.0,0.0,0.0,1.8,0.0,0.0
1986,9,8.4,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.0,0.0,3.0,0.0,0.4,0.8,0.0,0.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,13.9,2.1,0.0
1986,10,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.3,1.2,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1986,11,0.6,0.9,0.7,0.0,2.1,0.6,3.9,0.9,0.0,0.0,0.0,1.3,1.9,0.0,3.3,0.0,8.6,0.1,0.0,0.0,5.6,1.0,0.0,0.7,2.2,0.3,0.5,0.8,1.2,2.5,0.0
1986,12,0.6,5.1,0.9,0.0,0.0,0.0,0.3,0.0,4.4,0.2,0.0,0.0,0.0,0.2,9.0,0.6,0.0,0.0,0.0,8.7,0.2,8.5,1.4,0.0,4.0,0.0,0.0,14.1,0.0,0.2,0.8
1987,1,0.0,1.0,2.5,0.0,0.0,60.4,5.7,0.0,1.2,0.4,0.0,0.0,0.0,0.0,0.0,5.1,1.6,0.2,1.2,0.3,7.0,3.2,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.6
1987,2,0.0,0.0,0.0,0.0,0.0,0.5,4.0,0.0,0.0,6.8,2.3,2.4,18.8,25.2,39.6,5.1,2.3,2.6,0.3,0.0,0.0,0.0,19.9,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1987,3,0.0,13.8,1.8,1.0,0.0,2.6,29.2,2.0,80.0,17.6,3.1,0.3,1.8,26.4,2.7,0.5,4.9,47.7,36.6,0.4,3.2,0.2,8.9,16.4,19.0,17.7,33.7,1.0,29.7,12.3,1.6
1987,4,43.0,5.9,0.0,0.8,1.7,4.0,0.0,10.9,0.6,11.0,40.8,0.0,5.5,0.0,0.0,6.5,3.9,1.1,0.0,6.7,3.2,0.0,14.9,1.8,22.5,8.2,0.0,1.0,8.6,0.0,0.0
1987,5,0.0,18.5,2.2,4.7,6.3,3.8,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.1,0.2,0.1,0.0,4.4,8.8,3.2
1987,6,0.0,1.4,0.6,0.3,0.0,0.3,7.9,3.6,0.0,0.2,9.3,9.4,13.6,14.6,5.8,0.2,0.2,0.4,83.1,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,3.5,0.0
1987,7,0.0,0.0,0.0,0.0,2.2,7.8,0.0,12.1,2.1,39.5,1.0,0.8,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,30.8,4.9,0.0
1987,8,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,4.5,0.0,0.0,0.5,0.0,0.3,3.5,0.0,0.0,3.5,3.4,0.4,0.1,0.0
1987,9,0.1,0.6,2.3,1.4,0.0,0.0,0.2,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.6,0.0,0.0,0.0,2.4,0.0,0.2,0.0,0.1,0.0,0.8,0.0,1.1,2.9,0.0
1987,10,0.0,0.1,0.0,0.5,0.8,0.0,3.7,0.0,0.5,0.8,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1987,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1987,12,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.5,0.6,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1988,1,0.0,0.5,0.0,0.4,0.0,0.3,0.0,0.0,0.0,0.0,3.5,0.0,12.2,3.0,1.6,0.9,0.5,3.8,0.0,5.5,0.0,0.0,0.0,11.2,28.3,76.0,8.2,18.1,0.0,7.3,0.8
1988,2,0.0,0.0,13.4,0.0,0.4,0.2,0.4,0.0,0.0,0.0,0.0,0.4,0.2,68.8,11.8,8.8,39.0,23.1,3.5,0.0,0.0,0.0,2.1,0.1,9.4,16.8,0.1,0.0,3.4,0.0,0.0
1988,3,34.4,0.8,0.5,0.0,0.1,2.0,21.4,7.0,0.0,2.8,3.1,0.7,0.0,3.0,0.9,0.0,4.3,0.0,8.9,43.3,0.0,0.5,39.6,15.0,20.2,17.4,82.6,6.1,0.0,9.5,9.6
1988,4,14.6,5.1,3.0,3.3,0.0,0.0,14.2,0.7,2.9,6.5,26.6,5.3,14.0,22.6,61.4,0.0,65.2,4.2,5.4,20.8,3.2,8.1,8.0,5.5,36.0,3.8,23.1,27.9,12.7,20.0,0.0
1988,5,0.0,14.0,3.0,18.2,11.2,0.0,15.8,0.6,0.0,6.4,2.4,1.6,0.0,4.0,39.6,14.6,3.2,6.6,0.0,4.4,0.0,5.5,23.7,0.7,0.0,0.0,4.8,14.0,0.0,3.1,2.8
1988,6,0.0,13.6,0.0,0.0,0.0,0.0,0.0,8.6,10.5,8.1,3.0,3.2,0.0,0.0,0.0,29.0,14.4,0.0,0.0,0.0,0.5,18.6,9.6,5.8,17.6,16.9,2.0,0.0,0.0,0.8,0.0
1988,7,0.0,0.0,0.0,7.6,0.0,0.0,26.2,0.9,1.0,8.1,7.2,26.6,0.0,0.8,8.5,0.0,5.5,13.6,2.8,0.0,0.0,0.0,0.0,0.0,5.4,12.4,0.0,0.0,0.0,0.0,0.0
1988,8,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.8,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1988,9,10.4,9.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0
1988,10,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.7,7.5,0.8
1988,11,0.0,1.6,0.0,0.0,0.0,1.0,1.0,1.6,2.6,0.4,0.8,0.6,3.0,0.0,0.8,0.0,2.2,0.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
1988,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2.6,1.5,0.8,1.2,15.3,57.0,71.6,1.1,16.5,0.6,0.0,0.0,0.0,0.0,0.8,0.0,0.0
1989,1,0.5,3.4,0.6,0.0,0.2,0.0,0.0,0.0,0.3,0.0,0.0,9.2,70.3,46.2,0.4,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,41.7,76.9,2.9,0.0,1.8,1.6,0.0,0.0
1989,2,0.0,0.0,3.8,0.0,0.0,0.6,6.5,0.0,0.0,0.4,0.0,0.0,4.6,0.4,6.5,2.4,4.2,0.0,0.0,2.2,10.2,12.2,0.1,0.0,8.7,1.4,1.0,0.0,0.0,0.0,0.0
1989,3,1.0,21.4,35.1,1.8,0.0,0.0,0.0,0.0,27.6,0.0,1.1,6.1,0.4,7.8,0.0,9.4,48.2,25.1,20.7,3.2,1.6,2.5,0.0,15.9,23.2,0.8,14.0,6.5,0.0,3.2,48.0
1989,4,3.9,1.8,0.0,11.0,0.7,1.4,39.5,27.7,29.6,27.2,16.3,2.4,9.5,8.0,22.9,5.3,0.2,79.4,27.4,2.3,2.0,17.2,1.3,2.6,5.4,14.9,24.4,22.4,13.9,0.1,0.0
1989,5,16.1,14.2,19.6,18.0,2.1,0.0,0.4,0.4,4.5,1.1,3.0,1.1,0.3,0.0,13.9,0.1,0.0,1.4,21.3,12.2,18.2,0.1,0.6,6.4,9.4,8.0,0.0,3.8,1.2,14.8,1.2
1989,6,0.0,3.4,44.0,0.4,13.5,0.0,1.3,17.4,11.3,9.1,0.5,1.9,0.0,20.8,16.6,34.5,12.2,10.2,0.0,9.3,0.2,0.4,8.2,3.4,0.0,8.3,44.2,6.0,0.0,0.0,0.0
1989,7,3.1,0.0,0.1,2.2,1.9,54.0,3.2,4.4,17.3,8.2,0.0,0.0,0.0,0.0,0.0,0.0,3.5,2.4,0.0,8.3,7.7,0.0,0.1,3.1,7.4,2.4,0.0,0.0,0.0,0.0,0.0
1989,8,0.0,2.4,0.0,0.8,9.8,0.4,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.6,14.0,40.8,0.0,0.0,0.0,0.0,11.4,0.6,0.0,0.9,0.2,0.0,0.2,0.0,0.0,0.0,0.0
1989,9,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.0,14.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.3,0.2,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.3,0.0
1989,10,0.0,0.4,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,0.0,0.0,0.2,0.0,1.2,0.0,0.2,0.0,2.0,0.6,0.0,2.9,0.0
1989,11,0.0,0.0,0.0,0.0,0.7,0.0,3.7,0.0,0.0,0.0,0.4,0.0,0.0,0.4,1.5,1.4,0.8,1.3,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989,12,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.4,0.0,0.2,0.0,15.6,0.5,1.2,1.6,18.3,11.4,10.2,0.0,0.4
1990,1,0.0,0.8,0.0,0.0,0.7,0.8,0.0,1.4,2.0,0.0,1.5,0.0,1.3,0.0,16.9,0.0,0.4,0.7,0.0,0.0,0.0,1.5,0.0,0.3,3.3,0.0,1.0,0.0,3.7,2.0,2.0
1990,2,0.0,0.0,0.0,0.3,1.1,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.4,0.0,0.0,9.0,54.7,16.6,9.4,4.5,29.9,0.0,0.0,0.0
1990,3,0.4,2.4,2.1,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.7,0.2,1.2,0.2,0.0,5.7,32.3,1.3,19.2,0.0,0.3,0.0,0.3,36.0
1990,4,9.6,0.0,11.7,31.7,25.5,0.0,1.2,3.2,4.4,0.6,1.0,5.5,0.0,6.6,0.0,1.2,0.0,5.0,1.3,2.0,11.6,0.0,34.0,9.4,3.8,3.6,49.6,1.9,3.9,16.4,0.0
1990,5,68.6,10.7,2.4,16.8,1.6,0.0,1.8,0.0,1.9,0.0,0.0,8.2,0.0,24.4,36.6,0.0,0.0,4.0,5.1,1.2,6.6,0.0,1.1,0.0,0.1,1.4,1.2,3.7,2.0,3.7,2.5
1990,6,0.0,2.8,17.1,4.3,0.0,4.4,2.4,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.2,0.0,0.0,0.0,4.7,2.5,9.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
1990,7,0.0,0.2,18.7,18.4,0.0,0.1,2.9,17.0,0.0,1.5,0.0,0.0,0.0,0.2,0.0,0.0,10.0,4.0,10.0,0.0,0.1,3.0,0.0,0.0,0.0,1.5,0.0,0.0,1.2,0.8,0.0
1990,8,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.4,0.0,0.0,0.0,0.0,1.6,6.6,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
1990,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,2.4,0.2,0.4,0.2,0.0,0.0,0.0,0.0,0.0,10.4,2.3,8.3,0.0,0.0,0.4,0.2,0.0,0.0,0.0,6.4,0.0,0.6,0.0
1990,10,0.0,3.5,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,13.7,0.0,1.2,1.9,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.7
1990,11,0.0,0.0,0.0,0.0,0.0,1.2,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.8,0.0,0.4,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990,12,0.0,0.0,0.0,0.0,2.5,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,3.4,0.2,0.4,0.5,0.0,1.1,2.0,0.0,0.0,3.4,0.0,0.0,0.0,0.0,0.0
1991,1,0.0,0.0,1.3,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.1,0.0,0.0,0.8,5.3,0.0,0.0,0.0,4.6,0.5,0.0,0.0,0.0,0.0,0.0,0.8,0.9
1991,2,21.6,3.5,3.9,35.6,0.0,26.0,4.0,15.8,23.8,0.0,0.5,0.0,0.0,0.0,0.0,89.1,2.3,2.1,4.2,0.2,15.1,0.9,0.0,0.0,0.8,0.9,1.4,0.7,0.0,0.0,0.0
1991,3,0.8,0.0,7.2,7.2,3.0,27.6,0.0,0.0,41.2,31.4,6.2,0.1,2.8,11.3,9.2,116.6,16.5,8.6,0.0,0.0,0.0,0.0,2.2,11.9,39.0,6.4,12.4,1.0,26.8,57.2,2.8
1991,4,3.8,21.0,31.0,17.4,42.1,0.3,0.0,18.7,14.7,0.0,0.0,2.0,15.2,35.6,0.3,25.3,5.6,0.0,12.8,11.3,8.0,24.0,0.9,0.7,15.4,13.3,42.6,27.6,71.4,0.3,0.0
1991,5,2.6,28.2,15.2,12.0,8.5,1.0,0.9,0.0,1.8,0.0,0.0,23.0,5.8,0.0,6.8,9.0,1.0,0.0,0.0,8.0,7.5,0.0,1.2,0.9,48.8,21.9,10.1,0.0,0.0,1.6,0.3
1991,6,2.0,0.6,2.5,4.6,0.2,2.4,26.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,20.4,0.0,0.3,0.0,0.2,0.0,0.0,2.1,7.2,0.0,0.0,0.0
1991,7,0.8,1.0,0.0,2.1,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991,8,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,6.3,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0
1991,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,1.0,0.1,0.0,0.0
