1,2,3,4,5,6,7,8,9,10,11,12
11.6,1.4,7.7,0.0,0.2,17.0,5.1,0.0,0.0,0.8,0.0,0.0
0.3,9.1,14.6,14.0,31.0,1.9,5.3,3.4,0.0,0.0,0.0,0.0
0.0,4.4,5.2,9.5,2.9,4.3,29.8,0.0,0.0,0.0,0.0,0.0
0.0,1.2,8.3,9.6,11.5,9.8,1.5,0.0,0.0,0.3,0.0,0.0
14.2,0.0,8.0,0.1,23.7,3.5,0.0,0.0,0.0,0.0,0.0,0.0
2.6,0.0,4.4,17.8,32.6,8.5,0.0,0.1,0.0,0.0,1.6,0.0
6.3,0.0,6.5,14.4,5.2,2.8,0.0,0.0,0.0,0.0,0.1,0.7
2.3,0.0,3.6,0.4,2.9,12.6,54.5,0.0,0.0,0.5,0.0,0.0
0.0,3.6,2.0,1.5,0.3,3.2,4.7,1.1,0.0,2.0,0.0,0.0
0.0,0.0,6.5,0.0,18.0,1.2,0.0,6.0,0.0,0.1,0.4,0.7
0.0,3.0,13.8,7.8,3.2,5.5,0.0,0.0,0.0,0.0,0.0,0.0
59.0,20.3,0.2,4.4,0.4,52.5,0.0,0.0,7.2,0.0,0.0,0.0
5.2,46.0,13.0,0.3,12.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0
34.0,0.6,13.3,0.7,0.0,4.4,0.0,6.7,0.6,0.0,0.0,0.0
0.0,10.3,0.6,2.2,2.8,2.4,0.0,0.0,0.0,0.0,0.0,0.0
0.0,6.6,0.0,25.5,0.0,3.2,40.0,0.8,0.0,0.0,0.6,0.0
7.8,0.0,7.0,32.8,0.0,0.0,14.6,1.1,0.0,1.8,0.0,0.0
79.3,3.0,3.8,1.3,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
0.0,0.5,3.0,0.0,0.0,0.0,17.2,3.7,0.0,0.0,0.0,0.0
11.7,0.0,1.0,39.8,0.0,7.6,0.4,0.0,0.0,0.0,0.0,0.0
0.0,0.0,35.5,5.1,0.0,3.6,0.0,0.0,0.0,0.0,0.0,2.0
0.6,0.0,17.5,0.0,0.0,0.0,0.0,4.5,0.0,0.2,0.0,0.0
0.0,0.0,25.0,11.2,3.0,13.2,12.0,0.0,0.2,0.0,0.0,3.3
1.0,0.0,35.6,3.4,0.3,0.0,0.0,0.0,0.5,0.0,0.0,0.0
0.0,0.5,1.5,0.8,0.4,2.2,0.0,0.0,0.0,0.0,0.0,18.2
0.0,0.2,6.0,1.8,0.0,0.0,6.8,0.0,3.3,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,11.7,0.0,5.4,0.0,0.0,19.0
6.3,0.0,0.0,0.8,0.0,0.0,22.0,0.0,9.0,0.6,0.0,0.2
1.4,0.0,0.0,5.3,0.2,0.0,0.0,0.2,3.3,0.0,0.0,0.0
0.6,4.8,3.8,2.0,32.9,1.7,4.8,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,11.0,18.7,6.5,10.3,0.5,0.0,0.0,0.0,0.0
0.0,8.4,22.0,40.0,7.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0
0.0,105.4,66.7,0.0,19.4,0.0,15.0,0.0,0.0,0.0,0.3,0.0
0.0,122.2,0.0,2.9,25.7,12.0,15.0,0.0,1.0,0.0,0.0,0.0
0.6,0.0,0.7,0.0,22.0,10.8,30.4,0.0,0.0,0.1,0.3,0.3
0.0,13.3,2.2,3.0,3.0,4.6,8.4,0.0,0.0,0.0,0.0,0.0
0.0,3.3,9.0,21.6,7.3,16.6,0.8,0.0,0.0,0.0,0.0,1.1
3.0,0.0,15.5,61.8,6.7,15.5,10.0,0.0,0.0,1.4,0.0,0.8
0.0,0.5,7.8,0.0,1.5,0.0,0.2,0.0,0.0,0.0,0.0,0.0
0.0,2.0,1.4,0.7,3.3,0.0,0.0,0.0,0.0,0.0,2.2,0.0
3.1,0.2,0.4,0.3,0.0,8.2,1.8,0.0,0.0,3.6,0.2,0.0
0.6,0.2,0.0,6.9,4.2,0.7,0.5,0.0,0.0,0.7,0.0,0.0
10.2,0.0,3.7,80.1,75.4,0.0,0.0,0.0,3.3,0.3,0.0,0.0
0.3,0.0,4.6,3.5,6.4,0.0,0.0,0.0,0.0,0.3,0.0,0.0
0.0,0.0,0.9,27.8,9.8,0.3,0.5,0.0,0.0,0.0,0.0,0.0
0.2,0.0,0.0,5.0,0.2,0.6,2.8,0.0,9.0,0.0,0.0,12.0
0.0,0.0,6.2,0.0,1.6,0.0,4.2,0.3,0.0,0.0,0.0,3.2
10.3,0.7,7.4,3.3,0.2,5.4,2.4,0.0,0.0,0.0,0.0,0.0
0.0,1.0,1.4,0.3,9.3,0.2,0.0,0.2,1.8,1.0,0.0,0.0
1.7,0.0,2.2,0.0,4.7,3.3,10.0,0.0,6.2,4.9,0.0,0.7
6.6,0.0,0.0,0.0,5.0,3.5,29.4,1.0,0.1,3.8,0.0,0.0
15.3,0.0,2.8,0.3,1.3,0.3,0.2,1.1,0.9,0.0,1.4,0.0
0.0,0.0,2.6,0.0,3.3,0.0,0.0,3.3,0.0,0.0,0.0,0.0
0.0,0.0,11.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.8,0.0,0.0,5.0,1.6,0.0,1.4,0.0,0.0,0.2
0.9,0.0,117.7,0.5,0.0,0.0,3.0,0.0,0.5,2.0,0.0,1.9
0.2,0.0,16.3,2.6,1.1,5.2,0.1,0.0,0.7,0.0,0.0,0.0
0.0,0.0,11.8,0.0,14.8,0.0,0.0,0.0,7.5,0.0,0.0,1.0
0.0,0.0,0.8,1.0,1.2,0.0,0.0,0.0,37.6,0.0,0.0,0.0
0.0,0.0,3.5,9.8,0.7,0.0,0.0,0.0,1.8,0.0,0.0,0.0
0.0,0.0,0.9,0.0,14.4,0.0,0.0,0.0,0.8,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.2,10.3,0.0,0.0,0.0,0.0,0.1,0.0
0.0,0.0,3.3,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,46.2,9.0,0.0,0.0,0.0,0.4,0.2,0.0
0.0,0.0,3.4,11.0,27.2,3.5,0.0,0.3,0.0,0.0,0.0,1.1
0.0,0.4,8.3,5.2,7.1,0.0,0.0,6.6,0.0,0.0,0.0,0.0
0.6,0.4,23.2,0.0,23.0,0.0,0.0,0.0,0.0,0.0,3.3,0.4
0.4,0.8,23.0,0.0,10.4,10.7,0.2,0.0,0.0,0.0,1.0,0.0
0.4,0.0,3.6,0.0,39.2,0.0,2.0,0.0,1.0,0.0,0.4,0.0
0.0,0.0,2.8,0.0,0.0,0.0,8.1,0.0,0.0,0.2,0.0,0.0
0.0,0.3,0.0,0.0,6.5,0.0,4.4,0.0,0.0,0.0,0.0,0.0
1.8,0.0,0.1,10.0,0.0,0.0,1.6,0.0,0.7,0.0,0.6,2.2
24.5,0.0,0.0,32.4,2.6,0.0,0.0,0.3,0.0,0.0,0.0,0.4
4.6,12.0,3.6,6.0,3.3,0.0,0.0,0.5,0.0,4.0,0.0,0.0
0.6,8.4,0.0,3.2,0.0,0.0,0.4,8.1,1.0,0.3,0.8,0.0
4.7,6.5,0.5,0.5,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0
5.5,32.4,54.5,0.6,2.0,0.0,0.2,0.1,0.0,0.6,0.0,0.0
0.0,17.3,33.8,0.9,2.8,0.0,0.0,0.6,0.0,0.6,0.0,0.0
3.6,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,0.0,0.5
0.0,8.0,0.0,8.5,0.0,1.2,0.0,0.0,0.0,0.5,0.0,0.0
0.1,93.4,12.6,0.3,2.2,0.0,0.0,11.2,0.0,0.0,0.0,0.0
0.3,0.0,67.0,0.0,2.2,0.0,0.0,9.6,0.0,0.0,0.0,0.0
0.0,0.0,1.4,26.0,2.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0
2.6,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.1,0.0,1.5,0.8,26.5,0.0,0.0,9.5,0.0,0.0
0.0,0.0,0.0,0.2,0.0,0.2,4.5,0.0,5.2,0.8,0.0,0.0
0.0,0.0,0.0,0.5,3.2,9.0,9.1,0.0,0.7,0.0,0.0,0.0
1.8,0.0,13.2,6.2,0.5,11.4,0.0,0.0,2.6,0.5,0.0,0.0
0.0,0.0,0.6,0.5,0.5,10.8,0.0,0.0,0.0,0.0,0.0,0.0
0.6,1.4,10.2,2.5,0.2,15.8,0.0,0.0,0.0,0.0,0.0,0.0
0.3,2.0,76.6,0.1,1.8,0.6,0.0,0.0,0.0,0.0,0.0,0.0
5.2,0.0,3.7,2.2,0.0,0.0,0.0,0.1,0.3,0.0,0.0,0.0
0.0,3.2,3.5,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.5
0.0,17.0,0.0,0.1,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
44.0,3.3,2.6,10.7,0.2,0.0,3.2,0.4,11.0,0.0,0.0,0.0
0.2,0.0,2.6,0.0,0.6,1.2,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.3,36.0,0.2,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
10.4,11.0,2.7,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
35.8,42.0,2.7,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0
6.4,13.4,0.0,50.2,2.8,0.0,0.0,0.0,0.0,0.0,2.0,0.0
4.7,0.4,19.8,1.8,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0
0.7,5.0,5.0,0.2,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0
73.4,10.2,6.5,3.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0
3.4,27.4,6.2,0.4,0.0,0.0,0.5,0.6,0.0,0.0,0.0,1.2
0.4,7.8,0.7,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
0.0,77.8,8.7,1.6,0.0,0.4,0.0,0.0,0.0,3.6,4.1,3.7
0.0,58.0,0.6,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,25.0,0.0,0.0,2.4,0.8,0.0,0.0,1.0,0.6,0.0,0.0
0.0,4.0,0.0,0.0,33.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0
0.0,19.5,0.0,1.4,3.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0
0.0,84.1,0.0,0.0,0.0,3.0,0.0,2.0,0.0,4.2,0.0,0.0
0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
0.0,42.1,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,9.8,0.0,13.0,5.5,0.0,2.0,0.0,0.9,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5,0.0,0.0,0.0,0.0
0.0,0.5,0.0,8.6,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,2.6,20.2,0.0,0.0,0.0,0.6,0.0,0.0,0.0
0.5,0.0,1.8,7.6,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.4
0.0,19.2,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.8
0.0,2.0,0.0,0.0,0.3,1.0,0.0,0.0,0.0,0.0,0.0,1.8
0.0,14.2,0.1,50.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.6
13.6,4.4,0.0,2.4,0.3,2.4,0.0,0.0,0.0,0.0,0.0,1.3
0.0,0.5,0.8,0.0,3.5,4.2,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.6,0.0,0.0,33.8,1.3,0.0,0.0,0.0,0.0,0.0,0.0
4.3,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
1.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,0.0
0.0,0.1,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
0.0,1.8,6.0,0.0,0.0,21.2,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,11.4,0.6,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
0.2,0.0,77.6,0.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.3,12.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,13.5,5.5,0.0,0.0,0.0,0.5,10.0,0.0,0.0,0.0,0.0
9.2,0.0,22.4,0.0,0.0,0.0,0.3,0.0,0.0,0.2,0.0,2.0
7.1,0.0,22.0,0.0,10.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0
3.4,0.0,161.6,0.0,35.8,0.0,0.0,0.0,0.0,0.0,0.0,3.5
0.0,0.2,4.3,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,5.8
0.0,0.0,0.0,2.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,1.7
0.0,0.0,80.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
1.8,0.0,27.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,5.8
26.0,0.0,0.6,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.9,0.0,78.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,16.4,22.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,2.0
1.0,0.0,57.0,3.0,0.0,0.0,0.0,0.4,0.0,0.2,0.0,0.0
0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.5,2.1,17.0,0.0,35.0,0.0,0.0,16.2,0.0,0.0,0.5
0.0,6.7,5.6,10.0,0.0,0.0,0.0,0.0,1.5,0.2,0.1,3.5
0.0,0.0,15.8,0.0,1.8,1.0,1.0,0.0,0.4,0.2,0.0,0.7
0.0,0.9,0.0,1.1,0.6,0.5,0.0,0.0,1.5,0.0,0.0,0.0
0.0,0.0,5.2,0.9,0.0,1.0,0.0,0.0,0.2,0.0,0.3,0.0
0.0,0.0,0.0,0.0,0.6,3.1,0.0,0.0,0.0,0.0,0.1,0.4
0.3,0.2,8.6,0.0,4.9,2.0,0.0,3.0,0.0,0.0,0.0,0.0
0.0,1.4,13.4,13.5,0.0,10.6,0.0,0.0,3.3,0.0,0.0,0.0
0.0,1.5,4.2,4.4,7.8,0.0,0.0,0.0,2.0,1.8,0.3,0.0
0.6,0.0,10.0,4.3,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2
0.3,0.8,0.0,25.8,5.6,0.0,0.9,11.5,4.4,0.8,0.0,0.2
0.0,2.7,13.0,65.2,3.2,0.0,0.8,0.0,0.0,0.0,0.0,0.5
0.0,1.5,2.4,6.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.5
0.0,0.0,0.0,3.9,3.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0
0.0,14.0,0.3,43.4,1.2,0.0,6.2,0.0,0.6,0.0,0.2,0.0
0.0,3.7,0.0,1.0,0.8,1.6,4.9,0.5,0.2,3.8,0.0,3.2
0.5,0.0,0.8,7.5,5.9,9.8,5.8,0.0,1.0,1.2,0.0,0.5
0.0,9.3,0.0,6.5,18.8,1.0,0.0,1.5,0.0,0.0,0.0,0.1
0.0,28.0,8.1,1.0,0.4,0.0,2.0,0.0,0.0,0.0,0.0,0.0
0.0,0.4,1.8,0.0,4.1,0.0,0.6,0.0,0.0,1.4,0.0,0.0
0.3,0.0,14.5,0.0,0.1,0.4,0.0,0.3,0.0,2.6,0.0,0.0
2.2,4.0,5.1,5.3,10.5,0.0,0.0,0.0,0.0,1.6,0.0,0.0
9.6,0.8,15.0,0.0,0.0,0.0,1.2,0.0,0.0,3.1,0.5,0.0
3.6,1.5,1.4,5.2,9.7,0.2,1.2,0.0,0.0,0.3,0.0,0.0
1.7,10.2,0.0,1.7,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,2.4,0.2,0.0,5.2,0.0,8.4,0.6,0.0,5.5,0.4
56.2,15.7,10.0,5.6,0.0,0.6,0.8,0.0,0.0,0.1,0.0,0.0
2.8,74.7,41.8,13.2,1.8,4.0,7.2,0.0,0.0,0.0,7.0,0.0
5.3,0.0,10.1,5.8,0.4,0.0,0.0,0.6,0.0,0.4,0.0,9.8
5.7,0.0,4.4,0.5,10.5,0.0,0.0,1.8,0.0,0.0,0.4,0.0
3.2,0.0,0.0,0.0,6.4,0.0,1.1,3.6,0.0,0.0,0.0,0.0
2.9,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.4,0.0,1.8,2.1,0.0,0.0,0.5,0.0,0.3,0.0,0.0
0.0,2.2,1.0,0.0,0.2,0.0,0.0,0.0,0.0,5.0,0.0,0.0
0.0,3.0,0.0,45.0,2.2,0.0,0.0,0.3,0.7,0.0,0.0,0.0
0.0,34.5,91.4,0.0,0.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0
0.0,1.0,16.8,5.6,0.0,0.0,7.2,0.0,0.0,0.0,0.0,0.0
0.0,11.8,7.5,4.6,1.5,0.0,0.4,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.8,27.7,8.2,2.8,1.8,8.6,0.0,0.0,0.0,0.0
0.0,2.7,17.5,3.8,3.3,5.5,4.9,0.0,0.4,5.0,0.0,0.0
0.0,2.2,11.5,0.8,2.0,34.0,13.5,0.9,0.0,0.0,0.0,0.0
0.0,0.0,48.1,22.2,8.6,23.4,6.0,0.0,0.4,0.0,0.0,0.0
